Code,CamId,Name,Location,Type,Publish,Management Unit,CamStatus,PTZ,Angle,DisplayName,VideoUrl,VideoStreaming,StartTime,EndTime
TTH 458,681891e26dfb4b0018f90a69,TTH 458,"[10.7482763568618, 106.58505320549]",tth,True,,NOT_IMAGE,False,180,Nguyễn Cửu Phú - Trần Văn Giàu,,0,5/5/25 17:31,10/16/25 20:40
TTH 235,63b65f8dbfd3d90017eaa434,TTH 235,"[10.7927439077816, 106.707404851913]",tth,True,,UP,True,,Xô Viết Nghệ Tĩnh - Phan Văn Hân (Cầu Thị Nghè),,0,1/5/23 12:40,7/17/25 9:45
TTH 1.5,5d9de3c2766c880017188cb3,TTH 1.5,"[10.7929019935409, 106.754863858223]",tth,True,,UP,False,270,Cao tốc LTDG - Cầu Bà Dạt 3,http://125.234.114.126:11984/api/stream.m3u8?src=Cao%20T%E1%BB%91c%20LTDG%20-%20c%E1%BA%A7u%20B%C3%A0%20D%E1%BA%A1t%203&mp4,1,12/10/19 9:15,11/17/25 7:20
TTH 205,63ae7cfcbfd3d90017e8f422,TTH 205,"[10.7890446772791, 106.660680770874]",tth,True,,UP,True,,Cách Mạng Tháng Tám – Phạm Văn Hai,,0,12/30/22 13:00,11/9/25 13:10
TTH 175.2,5b0e1faacddcc80011ceb449,TTH 175.2,"[10.8012804197692, 106.711969971657]",tth,True,,UP,False,60,Nút giao Hàng Xanh 8 (HX-VT),,0,5/31/18 7:00,10/23/25 6:10
TTH 236,63b65fa9bfd3d90017eaa449,TTH 236,"[10.7953154258079, 106.709818840027]",tth,True,,NOT_IMAGE,True,,Xô Viết Nghệ Tĩnh - Nguyễn Văn Lạc,,0,1/5/23 12:40,10/16/25 20:39
TTH 270,6623e7f06f998a001b25244a,TTH 270,"[10.8105965337175, 106.709175109863]",tth,True,,UP,True,,Đinh Bộ Lĩnh - Chu Văn An,,0,4/29/24 14:03,11/18/25 16:43
TTH 261,6623e5066f998a001b252317,TTH 261,"[10.7712645500069, 106.687191724777]",tth,True,,UP,True,,Nguyễn Thị Minh Khai - Tôn Thất Tùng,,0,4/29/24 14:03,11/18/25 17:21
TTH 372,662b5c141afb9c00172d93d7,TTH 372,"[10.7965800987319, 106.613742113113]",tth,True,,UP,True,,Tân Kỳ Tân Quý - Bình Long,,0,4/29/24 14:04,11/18/25 17:15
TTH 409,66b1c158779f740018673eb4,TTH 409,"[10.7622528812529, 106.676441431046]",tth,True,,UP,True,,Hùng Vương - Lê Hồng Phong,,0,8/6/24 13:50,11/19/25 17:35
TTH 25.1,56df8381c062921100c143e2,TTH 25.1,"[10.740497286869, 106.700946092606]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,195,Nguyễn Hữu Thọ - Nguyễn Thị Thập 1,,0,5/20/17 11:14,11/5/25 12:40
TTH 138,5d8cd1f9766c880017188938,TTH 138,"[10.7535782368426, 106.669569611549]",tth_axis,True,,NOT_IMAGE,False,195,Nguyễn Tri Phương - Trần Phú,,0,12/10/19 9:15,10/16/25 20:39
TTH 264,6623e61d6f998a001b252377,TTH 264,"[10.7794538677567, 106.678587198257]",tth,True,,UP,True,,Cách Mạng Tháng Tám - Rạch Bùng Binh,,0,4/29/24 14:02,11/18/25 16:13
TTH 21.56,595da2dd3dcfc400106f2885,TTH 21.56,"[10.8601177777294, 106.698709130287]",tth,True,,UP,False,270,Quốc lộ 1 - Đường 15 (2),,0,7/21/18 7:03,11/5/25 19:41
TTH 294,6623f1996f998a001b252805,TTH 294,"[10.809194919668, 106.756038665771]",tth,True,,UP,True,,Mai Chí Thọ - Xa Lộ Hà Nội (3),,0,4/29/24 14:03,11/20/25 0:02
TTH 21.74,595f80e83dcfc400106f28e4,TTH 21.74,"[10.8600387525913, 106.645692586899]",tth,True,,UP,False,240,Quốc lộ 1 - BQB Cầu vượt Tân Thới Hiệp B (hướng Bình Phước),,0,7/21/18 7:03,11/5/25 19:40
ITS 1.3-2,5deb576d1dc17d7c5515acf5,ITS 1.3-2,"[10.767428, 106.674596]",tth,True,,UP,True,,Nút giao Ngã bảy Lý Thái Tổ,,0,12/10/19 9:15,11/18/25 17:27
TTH 179,631955e7c9eae60017a1c30a,TTH 179,"[10.7802232516687, 106.677144169807]",tth,True,,UP,False,300,Cách Mạng Tháng Tám – Hòa Hưng,,0,12/28/22 14:10,11/13/25 20:21
TTH 24.7,5a6060e08576340017d0660f,TTH 24.7,"[10.8262720340397, 106.689149737358]",tth,True,,UP,True,,Nguyễn Thái Sơn - Phan Văn Trị 2,,0,1/19/18 7:00,10/23/25 6:10
IDICO-QL1 06,5a607ea98576340017d0666d,IDICO-QL1 06,"[10.8343386694508, 106.607272624969]",tth,True,,NOT_IMAGE,True,285,QL1-Phan Văn Hớn (Q12),,0,6/29/23 7:17,11/16/25 9:10
TTH 196.2,63ae7a26bfd3d90017e8f29a,TTH 196.2,"[10.7711380723106, 106.672922372818]",tth,True,,UP,True,,Ba Tháng Hai - Lê Hồng Phong 2,,0,12/30/22 13:00,7/11/25 19:34
TTH 210,63b548c3bfd3d90017ea77c0,TTH 210,"[10.792733368728, 106.806946992874]",tth,True,,UP,True,,Nguyễn Duy Trinh - Nguyễn Thị Tư,,0,1/4/23 17:10,11/16/25 6:10
TTH 319,662a8c931afb9c00172d2901,TTH 319,"[10.7143336880567, 106.736941337585]",tth,True,,UP,True,,Huỳnh Tấn Phát - Hoàng Quốc Việt,,0,4/29/24 14:03,11/18/25 17:15
TTH 178.2,63195556c9eae60017a1c2ba,TTH 178.2,"[10.7668302628021, 106.688015724794]",tth,True,,UP,False,120,Nguyễn Trãi - Cống Quỳnh 2,,0,12/28/22 14:10,10/30/25 9:41
TTH 26.2,58df4adedc195800111e04b4,TTH 26.2,"[10.8049689609963, 106.666592359543]",tth,True,,UP,False,225,Phổ Quang - Huỳnh Lan Khanh,,0,5/20/17 11:14,7/21/25 2:14
IDICO-QL1 20,59ca301902eb490011a0a400,IDICO-QL1 20,"[10.7702369171868, 106.591292023659]",tth,True,,UP,True,15,QL1 - Hương Lộ 2 (1),http://camera.thongtingiaothong.vn/s/59ca301902eb490011a0a400/index.m3u8,1,1/3/23 7:12,11/18/25 9:41
TTH 21.38,584e738361cfea0012cf6951,TTH 21.38,"[10.8161291568165, 106.600910425186]",tth,True,MCST,UP,False,30,Quốc lộ 1 - Nguyễn Thị Tú,,0,5/20/17 11:14,11/17/25 8:21
TTH 22.6,583f958161cfea0012cf68f5,TTH 22.6,"[10.7660209509751, 106.779872775078]",tth,True,Khu quản lý giao thông đô thị số 2,UP,False,300,Nguyễn Thị Định - Đường C,,0,5/20/17 11:14,11/9/25 16:05
TTH 107.1,5a8253615058170011f6eabf,TTH 107.1,"[10.8030720025958, 106.710022687912]",tth,True,,UP,False,,Đinh Bộ Lĩnh - Bạch Đằng 1,,0,2/22/18 7:04,10/23/25 6:10
ITS 7.4,5deb576d1dc17d7c5515ad0f,ITS 7.4,"[10.776014, 106.691731]",tth,True,,UP,True,,Nguyễn Thị Minh Khai - Trương Định,,0,12/10/19 9:15,11/18/25 17:28
TTH 465.2,68fae2b66b936b00172186e5,TTH 465.2,"[10.775996885673, 106.780489683151]",tth,True,,UP,False,225,Võ Chí Công - đường số 5 (2),,0,10/24/25 9:30,11/1/25 23:20
TTH 346,662b51761afb9c00172d88ef,TTH 346,"[10.8029560769717, 106.610062122345]",tth,True,,UP,True,,Hương Lộ 3 - Đường kênh 19/5,,0,4/29/24 14:02,11/18/25 16:38
TTH 459.2,68a5873d4e89b100173b5f60,TTH 459.2,"[10.973507767433, 106.639952659607]",tth,True,,UP,False,,Tỉnh Lộ 8 - Hà Duy Phiên (2),,0,10/16/25 20:39,11/18/25 17:15
TTH 415,66b1c370779f7400186740b3,TTH 415,"[10.7763868520664, 106.663513183594]",tth,True,,UP,True,,Thành Thái - Tô Hiến Thành,,0,8/6/24 13:50,11/18/25 17:28
TTH 278,6623ec376f998a001b252671,TTH 278,"[10.8474892954581, 106.635167598724]",tth,True,,UP,True,,Tô Ký - Nguyễn Văn Quá,,0,4/29/24 14:02,11/18/25 17:04
IDICO-QL1 13,59ca2e6002eb490011a0a3f3,IDICO-QL1 13,"[10.8041364085074, 106.598539352417]",generic,True,,NOT_IMAGE,False,15,QL1 - TTDK 50-07V,http://camera.thongtingiaothong.vn/s/59ca2e6002eb490011a0a3f3/index.m3u8,1,7/18/20 7:20,12/28/22 11:02
TTH 171,5d9dde1f766c880017188c98,TTH 171,"[10.8001422321862, 106.711294054985]",tth,True,,UP,False,90,Nút giao Hàng Xanh 3 (Cầu Thị Nghè - Hàng Xanh),,0,12/10/19 9:16,11/12/25 12:40
TTH 135.3,5b6c1618ca0577001163fe3c,TTH 135.3,"[10.795078299042, 106.718080043793]",generic,True,,NOT_IMAGE,False,30,Nguyễn Hữu Cảnh 2 (Chân cầu),,0,12/28/22 11:03,1/6/23 16:47
TTH 33.4,58b5528e17139d0010f35d52,TTH 33.4,"[10.8719449708741, 106.807773113251]",tth,True,,UP,False,30,Xa Lộ Hà Nội - Đường D400,http://125.234.114.126:11984/api/stream.m3u8?src=Xa%20L%E1%BB%99%20H%C3%A0%20N%E1%BB%99i%20-%20%C4%90%C6%B0%E1%BB%9Dng%20D400&mp4,1,5/20/17 11:14,7/17/25 9:44
ITS 10.2-2,5deb576d1dc17d7c5515ad22,ITS 10.2-2,"[10.76009, 106.669124]",tth,True,,UP,True,,Nút giao Ngã sáu Nguyễn Tri Phương,,0,12/10/19 9:15,11/18/25 17:10
TTH 243.1,63b664d2bfd3d90017eaaa0f,TTH 243.1,"[10.6852580285724, 106.571159362793]",tth,True,,UP,True,,CT Trung Lương - Võ Trần Chí 1,,0,1/5/23 13:00,11/14/25 11:11
TTH 26,56df85bdc062921100c143e8,TTH 26,"[10.8015070028935, 106.665642857552]",tth,True,Management Center of Sai Gon River Tunnel,NOT_IMAGE,False,120,Phan Đình Giót - Phan Thúc Duyện,,0,5/20/17 11:14,8/11/23 14:26
TTH 398,662b85031afb9c00172dd0dc,TTH 398,"[10.772307988975, 106.698939800262]",tth,True,,UP,True,,Lê Lợi - Phan Bội Châu,,0,4/29/24 14:03,11/18/25 17:14
TTH 21.48,58d7b5a7c1e33c00112b320a,TTH 21.48,"[10.6859643956044, 106.576287746429]",tth,True,,UP,False,285,Nút giao Chợ Đệm 1 (CT Trung Lương - Bùi Thanh Khiết),,0,5/20/17 11:14,10/23/25 6:10
TTH 326,662a8f3a1afb9c00172d2b31,TTH 326,"[10.7445238765742, 106.701600551605]",tth,True,,UP,True,,Nguyễn Hữu Thọ - Đường số 15,,0,4/29/24 14:03,11/18/25 17:24
TTH 21.44,58aff01fbd82540010390c50,TTH 21.44,"[10.6737028958529, 106.58026278019]",tth,True,,UP,False,45,Quốc lộ 1 - Bùi Thanh Khiết 2,,0,5/20/17 11:14,10/23/25 6:10
TTH 162,5d8cdb9f766c880017188968,TTH 162,"[10.7993728992472, 106.677471399307]",tth_axis,True,,UP,False,,Hoàng Văn Thụ - Trần Huy Liệu,,0,12/10/19 9:15,10/21/25 20:10
IDICO-QL1 28,5a6085fb8576340017d06686,IDICO-QL1 28,"[10.7499628496621, 106.593507528305]",tth,True,,UP,True,330,QL1-Tỉnh lộ 10B (1),,0,7/18/20 7:21,11/20/25 8:10
TTH 107.2,5a8253bc5058170011f6eac1,TTH 107.2,"[10.8030930799773, 106.709395051003]",tth,True,,UP,False,90,Đinh Bộ Lĩnh - Bạch Đằng 2,,0,2/22/18 7:04,10/23/25 6:10
IDICO-QL1 33,59ca31d602eb490011a0a40b,IDICO-QL1 33,"[10.7342095859156, 106.602809429169]",tth,True,,UP,False,345,QL1 - Hồ Học Lãm,http://camera.thongtingiaothong.vn/s/59ca31d602eb490011a0a40b/index.m3u8,1,10/18/17 10:15,11/14/25 21:42
TTH 33.3,587c782db807da0011e33d3b,TTH 33.3,"[10.8010116814233, 106.738277077675]",tth,True,,UP,False,270,Võ Nguyên Giáp - Thảo Điền,http://125.234.114.126:11984/api/stream.m3u8?src=Xa%20L%E1%BB%99%20H%C3%A0%20N%E1%BB%99i%20-%20Th%E1%BA%A3o%20%C4%90i%E1%BB%81n&mp4,1,5/20/17 11:14,7/2/25 23:44
TTH 322,662a8d821afb9c00172d29c8,TTH 322,"[10.7381993660681, 106.718316078186]",tth,True,,UP,True,,Nguyễn Thị Thập - Tân Mỹ,,0,4/29/24 14:02,11/18/25 17:24
TTH 206,63ae7d29bfd3d90017e8f437,TTH 206,"[10.7778307774358, 106.656131744385]",tth,True,,UP,True,,Lý Thường Kiệt - Bắc Hải,,0,12/30/22 13:00,11/18/25 14:31
TTH 464.1,68ae7ee47d735d00173c7492,TTH 464.1,"[10.8239589613426, 106.713756322861]",tth,True,,UP,False,0,Cầu Bình Triệu (2) hướng vòng xoay,,0,10/16/25 20:38,11/20/25 9:20
TTH 22.2,56de42f611f398ec0c48129f,TTH 22.2,"[10.7731722, 106.7702866]",tth,True,Khu quản lý giao thông đô thị số 2,UP,False,240,Đồng Văn Cống - Nguyễn Thị Định,,0,5/20/17 11:14,7/2/25 23:44
TTH 444.2,68188b296dfb4b0018f8f9a3,TTH 444.2,"[10.7087254022885, 106.572715044022]",tth,True,,UP,False,330,Võ Trần Chí - Kênh 10 (2),,0,5/5/25 17:21,11/1/25 14:10
TTH 382,662b80b91afb9c00172dcb5b,TTH 382,"[10.7715702042204, 106.693022847176]",tth,True,,UP,True,,Nút giao Ngã sáu Phù Đổng 2,,0,4/29/24 14:04,11/18/25 17:17
TTH 453,68188d586dfb4b0018f9018d,TTH 453,"[10.8118084503619, 106.519918441772]",tth,True,,NOT_IMAGE,False,15,Thanh Niên - Phạm Văn Hai,,0,5/5/25 17:22,10/16/25 20:40
ITS 9.51,5deb576d1dc17d7c5515ad1f,ITS 9.51,"[10.7563292750288, 106.666474342346]",tth,True,,UP,True,,Hùng Vương - Ngô Gia Tự,,0,12/10/19 9:15,11/14/25 16:01
TTH 340,662b50261afb9c00172d87b2,TTH 340,"[10.7420784148825, 106.688178777695]",tth,True,,UP,True,,Dương Bá Trạc - Đường số 9,,0,4/29/24 14:03,11/18/25 17:15
IDICO-QL1 05,59ca2d9d02eb490011a0a3f0,IDICO-QL1 05,"[10.8342965190794, 106.606961488724]",tth,True,,UP,True,30,QL1 - Phan Văn Hớn 2,http://camera.thongtingiaothong.vn/s/59ca2d9d02eb490011a0a3f0/index.m3u8,1,10/18/17 10:15,11/19/25 18:31
TTH 461.1,68a588984e89b100173b6138,TTH 461.1,"[10.9791953504657, 106.616520881653]",tth,True,,UP,False,,Tỉnh Lộ 8 - Bến Than (1),,0,10/16/25 20:39,11/18/25 16:43
TTH 110,5a8256df5058170011f6eacb,TTH 110,"[10.8172620146729, 106.713198423386]",tth,True,,UP,False,195,BX Miền Đông - Quốc Lộ 13 (2),,0,2/22/18 7:04,11/7/25 21:40
ITS 2.5,5deb576d1dc17d7c5515acfc,ITS 2.5,"[10.7800124617515, 106.68729364872]",tth,True,,UP,True,,Điện Biên Phủ - Trương Định,,0,12/30/22 7:14,11/18/25 16:16
TTH 34.3,587c8c20b807da0011e33d47,TTH 34.3,"[10.7994466709843, 106.674934029579]",tth,True,,UP,False,345,Hoàng Văn Thụ - Hồ Văn Huê,,0,5/20/17 11:14,11/2/25 1:50
TTH 43.2,58744fb0b807da0011e33cc0,TTH 43.2,"[10.7463895818732, 106.669129729271]",tth,True,,UP,False,225,Hưng Phú - Chánh Hưng 2,,0,5/20/17 11:14,10/23/25 6:10
TTH 3a,5822f23aedeb6c0012a2d6a8,TTH 3a,"[10.7535518857808, 106.651153564453]",tth,True,Khu quản lý giao thông đô thị số 1,UP,True,165,Hồng Bàng - Nguyễn Thị Nhỏ,,0,1/3/23 7:12,11/17/25 13:10
TTH 230.3,649da495a6068200171a6cb6,TTH 230.3,"[10.7817936319045, 106.740009784698]",tth,True,,UP,True,,Mai Chí Thọ - Trần Quý Kiên (3),,0,6/29/23 23:14,10/23/25 6:10
